Airline,Airline_ID,Source_airport,Source_airport_ID,Destination_airport,Destination_airport_ID,Codeshare,Stops,Equipment,Estimated_Flight_Time_hr
LX,4559,ZRH,1678,SIN,3316,,0,343,13.31
LX,4559,ZRH,1678,SKP,1737,Y,0,320,1.99
LX,4559,ZRH,1678,SPU,1206,Y,0,DH4,1.43
LX,4559,ZRH,1678,STR,350,,0,AR1,0.68
LX,4559,ZRH,1678,TFS,1056,Y,0,320,4.31
LX,4559,ZRH,1678,TLV,1590,,0,343 32A 333,3.99
LX,4559,ZRH,1678,TPA,3646,Y,0,333,10.24
LX,4559,ZRH,1678,TXL,351,,0,320 321,1.32
LX,4559,ZRH,1678,VCE,1551,,0,AR1 320,0.95
LX,4559,ZRH,1678,VIE,1613,,0,32A 319 321 320 AR1,1.25
LX,4559,ZRH,1678,VLC,1246,,0,321 320,1.92
LX,4559,ZRH,1678,WAW,679,,0,100,1.78
LX,4559,ZRH,1678,YUL,146,,0,333,7.95
LX,4559,ZRH,1678,YYZ,193,Y,0,333,8.57
LX,4559,ZRH,1678,ZAG,1208,Y,0,DH4,1.25
LY,2150,AMS,580,TLV,1590,,0,738 739 763,4.62
LY,2150,ATH,3941,TLV,1590,,0,738,1.98
LY,2150,BCN,1218,TLV,1590,,0,763 744 738,4.33
LY,2150,BKK,3885,TLV,1590,,0,763 744,9.13
LY,2150,BOM,2997,TLV,1590,,0,763,5.53
LY,2150,BRU,302,TLV,1590,,0,73G 738,4.54
LY,2150,BUD,1489,TLV,1590,,0,738,3.19
LY,2150,CDG,1382,TLV,1590,,0,738 763 739 772 744,4.58
LY,2150,DME,4029,TLV,1590,,0,739 763 738 73G 772,3.75
LY,2150,EWR,3494,TLV,1590,,0,772,11.86
LY,2150,FCO,1555,TLV,1590,,0,73G 739 738 763,3.33
LY,2150,FRA,340,TLV,1590,,0,738,4.17
LY,2150,GVA,1665,TLV,1590,,0,738,4.13
LY,2150,HKG,3077,TLV,1590,,0,772,10.1
LY,2150,JFK,3797,TLV,1590,,0,744,11.83
LY,2150,JNB,813,TLV,1590,,0,763,8.58
LY,2150,KBP,2939,TLV,1590,,0,738,3.07
LY,2150,LAX,3484,TLV,1590,,0,772,15.62
LY,2150,LCA,1197,TLV,1590,,0,738,0.92
LY,2150,LED,2948,TLV,1590,,0,739 738,4.36
LY,2150,LHR,507,TLV,1590,,0,772 763,4.96
LY,2150,LTN,492,TLV,1590,,0,738,4.97
LY,2150,MAD,1229,TLV,1590,,0,739 738,4.9
LY,2150,MRS,1353,TLV,1590,,0,763 738,4.08
LY,2150,MUC,346,MAD,1229,,0,738,2.36
LY,2150,MUC,346,TLV,1590,,0,738 73G 763,3.8
LY,2150,MXP,1524,TLV,1590,,0,739 738,3.86
LY,2150,OTP,1657,TLV,1590,,0,738 739,2.48
LY,2150,PEK,3364,TLV,1590,,0,763,9.37
LY,2150,PRG,1587,TLV,1590,,0,738,3.77
LY,2150,SOF,1194,TLV,1590,,0,738,2.44
LY,2150,SXF,337,TLV,1590,,0,738,4.04
LY,2150,TLV,1590,AMS,580,,0,738 739 763,4.62
LY,2150,TLV,1590,ATH,3941,,0,738,1.98
LY,2150,TLV,1590,BCN,1218,,0,763 744 738,4.33
LY,2150,TLV,1590,BKK,3885,,0,763 744,9.13
LY,2150,TLV,1590,BOM,2997,,0,763,5.53
LY,2150,TLV,1590,BRU,302,,0,73G 738,4.54
LY,2150,TLV,1590,BUD,1489,,0,738,3.19
LY,2150,TLV,1590,CDG,1382,,0,738 763 739 772 744,4.58
LY,2150,TLV,1590,DME,4029,,0,739 763 738 73G 772,3.75
LY,2150,TLV,1590,EWR,3494,,0,772,11.86
LY,2150,TLV,1590,FCO,1555,,0,73G 738 739 763,3.33
LY,2150,TLV,1590,FRA,340,,0,738,4.17
LY,2150,TLV,1590,GVA,1665,,0,738,4.13
LY,2150,TLV,1590,HKG,3077,,0,772,10.1
LY,2150,TLV,1590,JFK,3797,,0,744,11.83
LY,2150,TLV,1590,JNB,813,,0,763,8.58
LY,2150,TLV,1590,KBP,2939,,0,738,3.07
LY,2150,TLV,1590,LAX,3484,,0,772,15.62
LY,2150,TLV,1590,LCA,1197,,0,738,0.92
LY,2150,TLV,1590,LED,2948,,0,739 738,4.36
LY,2150,TLV,1590,LHR,507,,0,772 763,4.96
LY,2150,TLV,1590,LTN,492,,0,738,4.97
LY,2150,TLV,1590,MAD,1229,,0,739 738,4.9
LY,2150,TLV,1590,MRS,1353,,0,738 763,4.08
LY,2150,TLV,1590,MUC,346,,0,738 73G 763,3.8
LY,2150,TLV,1590,MXP,1524,,0,738 739,3.86
LY,2150,TLV,1590,OTP,1657,,0,738 739,2.48
LY,2150,TLV,1590,PEK,3364,,0,763,9.37
LY,2150,TLV,1590,PRG,1587,,0,738,3.77
LY,2150,TLV,1590,SOF,1194,,0,738,2.44
LY,2150,TLV,1590,SXF,337,,0,738,4.04
LY,2150,TLV,1590,VCE,1551,,0,738 73G,3.54
LY,2150,TLV,1590,VIE,1613,,0,738 73G,3.43
LY,2150,TLV,1590,WAW,679,,0,738 73G,3.62
LY,2150,TLV,1590,YYZ,193,,0,763,12.05
LY,2150,TLV,1590,ZRH,1678,,0,738 73G,3.99
LY,2150,VCE,1551,TLV,1590,,0,738 73G,3.54
LY,2150,VIE,1613,TLV,1590,,0,738 73G,3.43
LY,2150,WAW,679,TLV,1590,,0,738 73G,3.62
LY,2150,YYZ,193,TLV,1590,,0,763,12.05
LY,2150,ZRH,1678,TLV,1590,,0,738 73G,3.99
M3,42,AAL,628,OSL,644,,0,SWM,0.93
M3,42,OLA,655,OSL,644,,0,SWM,1.0
M3,42,OSL,644,AAL,628,,0,SWM,0.93
M3,42,OSL,644,OLA,655,,0,SWM,1.0
M3,42,OSL,644,VDB,642,,0,SWM,0.67
M3,42,VDB,642,OSL,644,,0,SWM,0.67
M4,15893,ASW,1136,CAI,1128,,0,DH4,1.37
M4,15893,ATZ,5691,CAI,1128,,0,DH4,0.93
M4,15893,CAI,1128,ASW,1136,,0,DH4,1.37
M4,15893,CAI,1128,ATZ,5691,,0,DH4,0.93
M4,15893,CAI,1128,HBE,3410,,0,DH4,0.73
M4,15893,CAI,1128,HMB,8235,,0,DH4,1.02
M4,15893,CAI,1128,HRG,1130,,0,DH4,1.0
M4,15893,CAI,1128,LXR,1132,,0,DH4,1.14
M4,15893,CAI,1128,SSH,4057,,0,DH4,0.97
M4,15893,HBE,3410,CAI,1128,,0,DH4,0.73
M4,15893,HBE,3410,SSH,4057,,0,DH4,1.2
M4,15893,HMB,8235,CAI,1128,,0,DH4,1.02
M4,15893,HMB,8235,JED,2072,,0,DH4,1.64
M4,15893,HRG,1130,CAI,1128,,0,DH4,1.0
M4,15893,HRG,1130,SSH,4057,,0,DH4,0.63
M4,15893,JED,2072,HMB,8235,,0,DH4,1.64
M4,15893,LXR,1132,CAI,1128,,0,DH4,1.14
M4,15893,SSH,4057,CAI,1128,,0,DH4,0.97
M4,15893,SSH,4057,HBE,3410,,0,DH4,1.2
M5,3123,BFI,3726,CLM,5731,,0,CNC,0.64
M5,3123,BFI,3726,ESD,7083,,0,CNC,0.67
M5,3123,CLM,5731,BFI,3726,,0,CNC,0.64
M5,3123,DHB,9540,RCE,8170,Y,0,DHP,
M5,3123,DHB,9540,WSX,8173,,0,DHP,
M5,3123,ESD,7083,FRD,7082,,0,CNC,0.53
M5,3123,FBS,8174,LKE,6457,Y,0,DHP,
M5,3123,FBS,8174,RCE,8170,,0,DHP,
M5,3123,FRD,7082,BFI,3726,,0,CNC,0.65
M5,3123,LKE,6457,FBS,8174,,0,DHP,
M5,3123,LKE,6457,SEA,3577,Y,0,DHL,
M5,3123,LKE,6457,YWH,4106,Y,0,DHL,
M5,3123,LPS,6136,WSX,8173,Y,0,DHP,
M5,3123,RCE,8170,DHB,9540,,0,DHP,
M5,3123,RCE,8170,FBS,8174,Y,0,DHP,
M5,3123,WSX,8173,DHB,9540,Y,0,DHP,
M5,3123,WSX,8173,LPS,6136,,0,DHP,
M5,3123,YWH,4106,LKE,6457,Y,0,DHL,
M6,246,ATM,2566,BEL,2526,,0,EM2,1.08
M6,246,ATM,2566,ORX,8259,,0,EM2,1.04
M6,246,BEL,2526,ATM,2566,,0,EM2,1.08
M6,246,BEL,2526,BVS,7370,,0,EMB,0.77
M6,246,BEL,2526,MEU,\N,,0,EM2,1.07
M6,246,ITB,2568,STM,4092,,0,EM2,0.8
M6,246,MEU,\N,BEL,2526,,0,EM2,1.07
M6,246,MEU,\N,ORX,8259,,0,EM2,0.96
M6,246,MEU,\N,STM,4092,,0,EM2,0.87
M6,246,STM,4092,ITB,2568,,0,EM2,0.8
M6,246,STM,4092,MEU,\N,,0,EM2,0.87
M6,246,STM,4092,MTE,\N,,0,EMB,
M6,246,STM,4092,ORX,8259,,0,EM2,0.68
M9,3547,IEV,2944,OZH,6103,,0,AN4,1.06
M9,3547,IEV,2944,UDJ,6109,,0,A40,1.27
M9,3547,OZH,6103,IEV,2944,,0,AN4,1.06
M9,3547,OZH,6103,VKO,2988,,0,AN4,1.58
M9,3547,UDJ,6109,IEV,2944,,0,A40,1.27
M9,3547,VKO,2988,OZH,6103,,0,AN4,1.58
MD,1066,ANM,927,TMM,921,,0,AT5 DHT,0.95
MD,1066,ANM,927,TNR,918,,0,AT5,1.15
MD,1066,ANM,927,WMN,932,,0,DHT AT5,0.6
MD,1066,BKK,3885,CAN,3370,,0,343,2.62
MD,1066,BKK,3885,HKG,3077,Y,0,747,2.6
MD,1066,BKK,3885,KUL,3304,Y,0,333,2.02
MD,1066,BKK,3885,SIN,3316,Y,0,777,2.26
MD,1066,BKK,3885,TNR,918,,0,343,9.03
MD,1066,CAN,3370,BKK,3885,,0,343,2.62
MD,1066,CDG,1382,TNR,918,,0,343,11.37
MD,1066,DIE,923,DZA,915,,0,733,1.04
MD,1066,DIE,923,NOS,930,,0,733,0.69
MD,1066,DIE,923,RUN,916,,0,733,1.94
MD,1066,DIE,923,SVB,933,,0,733,0.79
MD,1066,DIE,923,TNR,918,,0,733 AT7,1.42
MD,1066,DZA,915,DIE,923,,0,733,1.04
MD,1066,DZA,915,MJN,929,,0,AT7,0.92
MD,1066,DZA,915,TNR,918,,0,AT7 733,1.38
MD,1066,FTU,937,TLE,943,,0,733,0.97
MD,1066,FTU,937,TNR,918,,0,733 AT7,1.37
MD,1066,HAH,912,TNR,918,,0,733 AT7,1.65
MD,1066,HKG,3077,BKK,3885,Y,0,747,2.6
MD,1066,JNB,813,TNR,918,,0,733,3.15
MD,1066,KUL,3304,BKK,3885,Y,0,333,2.02
MD,1066,MJN,929,DZA,915,,0,AT7,0.92
MD,1066,MJN,929,TNR,918,,0,AT7 AT5,0.96
MD,1066,MOQ,922,TLE,943,,0,AT7,0.93
MD,1066,MOQ,922,TNR,918,,0,DHT AT7,0.96
MD,1066,MRS,1353,TNR,918,,0,343,10.63
MD,1066,MRU,893,TNR,918,,0,733,1.85
MD,1066,NOS,930,DIE,923,,0,733,0.69
MD,1066,NOS,930,TNR,918,,0,733 AT7,1.27
MD,1066,RUN,916,DIE,923,,0,733,1.94
MD,1066,RUN,916,SMS,920,,0,AT5 AT7,1.41
MD,1066,RUN,916,TNR,918,,0,733,1.58
MD,1066,SIN,3316,BKK,3885,Y,0,777,2.26
MD,1066,SMS,920,RUN,916,,0,AT5,1.41
MD,1066,SMS,920,TMM,921,,0,AT5 AT7,0.65
MD,1066,SMS,920,TNR,918,,0,AT7 AT5,0.89
MD,1066,SVB,933,DIE,923,,0,733,0.79
MD,1066,SVB,933,TNR,918,,0,733,1.22
MD,1066,SVB,933,WMN,932,,0,AT7,0.67
MD,1066,TLE,943,FTU,937,,0,733,0.97
MD,1066,TLE,943,MOQ,922,,0,AT7,0.93
MD,1066,TLE,943,TNR,918,,0,733 AT7,1.3
MD,1066,TMM,921,ANM,927,,0,AT5 DHT,0.95
MD,1066,TMM,921,RUN,916,,0,AT5,1.38
MD,1066,TMM,921,SMS,920,,0,AT7 AT5,0.65
MD,1066,TMM,921,TNR,918,,0,DHT AT5 AT7,0.77
MD,1066,TMM,921,WMN,932,,0,DHT,0.87
MD,1066,TMM,921,WMR,924,,0,DHT,0.77
MD,1066,TNR,918,ANM,927,,0,AT5,1.15
MD,1066,TNR,918,BKK,3885,,0,343,9.03
MD,1066,TNR,918,CDG,1382,,0,343,11.37
MD,1066,TNR,918,DIE,923,,0,733 AT7,1.42
MD,1066,TNR,918,DZA,915,,0,AT7 733,1.38
MD,1066,TNR,918,FTU,937,,0,733 AT7,1.37
MD,1066,TNR,918,HAH,912,,0,733 AT7,1.65
MD,1066,TNR,918,JNB,813,,0,733,3.15
MD,1066,TNR,918,MJN,929,,0,AT7 AT5,0.96
MD,1066,TNR,918,MOQ,922,,0,DHT AT7,0.96
MD,1066,TNR,918,MRS,1353,,0,343,10.63
MD,1066,TNR,918,MRU,893,,0,733,1.85
MD,1066,TNR,918,NOS,930,,0,733 AT7,1.27
MD,1066,TNR,918,RUN,916,,0,733,1.58
MD,1066,TNR,918,SMS,920,,0,AT7 AT5,0.89
MD,1066,TNR,918,SVB,933,,0,733,1.22
MD,1066,TNR,918,TLE,943,,0,733 AT7,1.3
MD,1066,TNR,918,TMM,921,,0,DHT AT7 AT5,0.77
MD,1066,TNR,918,WMN,932,,0,AT5 AT7,1.05
MD,1066,WMN,932,ANM,927,,0,DHT AT5,0.6
MD,1066,WMN,932,SVB,933,,0,AT7,0.67
MD,1066,WMN,932,TMM,921,,0,DHT,0.87
MD,1066,WMN,932,TNR,918,,0,AT5 AT7,1.05
MD,1066,WMR,924,TMM,921,,0,DHT,0.77
ME,3490,ABJ,253,ACC,248,,0,332,1.02
ME,3490,ABJ,253,LOS,273,,0,332,1.51
ME,3490,ACC,248,ABJ,253,,0,332,1.02
ME,3490,ACC,248,BEY,2177,,0,332,6.5
ME,3490,AMM,2170,BEY,2177,,0,321 320,0.8
ME,3490,ATH,3941,BEY,2177,,0,320,1.91
ME,3490,AUH,2179,BEY,2177,,0,320,3.15
ME,3490,BEY,2177,ACC,248,,0,332,6.5
ME,3490,BEY,2177,AMM,2170,,0,321 320,0.8
ME,3490,BEY,2177,ATH,3941,,0,320,1.91
ME,3490,BEY,2177,AUH,2179,,0,320,3.15
ME,3490,BEY,2177,BGW,4130,,0,321 320,1.51
ME,3490,BEY,2177,BRU,302,,0,320,4.4
ME,3490,BEY,2177,BSR,2234,,0,320,1.99
ME,3490,BEY,2177,CAI,1128,,0,320 321,1.2
ME,3490,BEY,2177,CDG,1382,,0,332,4.46
ME,3490,BEY,2177,DMM,2064,,0,320,2.49
ME,3490,BEY,2177,DOH,11051,,0,320,2.77
ME,3490,BEY,2177,DXB,2188,,0,332 320,3.16
ME,3490,BEY,2177,EBL,3989,,0,321 320,1.52
ME,3490,BEY,2177,EVN,3964,,0,320,1.81
ME,3490,BEY,2177,FCO,1555,,0,32S 320 319,3.26
ME,3490,BEY,2177,FRA,340,,0,320,4.03
ME,3490,BEY,2177,GVA,1665,,0,320,4.02
ME,3490,BEY,2177,IST,1701,,0,320 332 321,1.77
ME,3490,BEY,2177,JED,2072,,0,320 332,2.24
ME,3490,BEY,2177,KAN,270,,0,332,5.04
ME,3490,BEY,2177,KWI,2176,,0,320,2.1
ME,3490,BEY,2177,LCA,1197,,0,321 320,0.76
ME,3490,BEY,2177,LHR,507,,0,320 332,4.83
ME,3490,BEY,2177,LOS,273,,0,332,6.07
ME,3490,BEY,2177,MED,2074,,0,320,1.88
ME,3490,BEY,2177,MXP,1524,,0,320,3.76
ME,3490,BEY,2177,NJF,7490,,0,321,1.56
ME,3490,BEY,2177,OTP,1657,,0,73W,2.29
ME,3490,BEY,2177,RUH,2082,,0,320 332 321,2.32
ME,3490,BEY,2177,SVO,2985,,0,320 319,3.57
ME,3490,BEY,2177,TUN,287,Y,0,320,3.37
ME,3490,BGW,4130,BEY,2177,,0,321 320,1.51
ME,3490,BRU,302,BEY,2177,,0,320,4.4
ME,3490,BSR,2234,BEY,2177,,0,320,1.99
ME,3490,CAI,1128,BEY,2177,,0,320 321,1.2
ME,3490,CDG,1382,BEY,2177,,0,332,4.46
ME,3490,DMM,2064,BEY,2177,,0,320,2.49
ME,3490,DOH,11051,BEY,2177,,0,320,2.77
ME,3490,DXB,2188,BEY,2177,,0,332 320,3.16
ME,3490,EBL,3989,BEY,2177,,0,321 320,1.52
ME,3490,EVN,3964,BEY,2177,,0,320,1.81
ME,3490,FCO,1555,BEY,2177,,0,32S 319 320,3.26
ME,3490,FRA,340,BEY,2177,,0,320,4.03
ME,3490,GVA,1665,BEY,2177,,0,320,4.02
ME,3490,IST,1701,BEY,2177,,0,320 332 321,1.77
ME,3490,JED,2072,BEY,2177,,0,320 332,2.24
ME,3490,KAN,270,BEY,2177,,0,332,5.04
ME,3490,KWI,2176,BEY,2177,,0,320,2.1
ME,3490,LCA,1197,BEY,2177,,0,321 320,0.76
ME,3490,LHR,507,BEY,2177,,0,320 332,4.83
ME,3490,LOS,273,ABJ,253,,0,332,1.51
ME,3490,LOS,273,BEY,2177,,0,332,6.07
ME,3490,MXP,1524,BEY,2177,,0,320,3.76
ME,3490,NJF,7490,BEY,2177,,0,321,1.56
ME,3490,OTP,1657,BEY,2177,Y,0,73W,2.29
ME,3490,RUH,2082,BEY,2177,,0,320 332 321,2.32
ME,3490,SVO,2985,BEY,2177,,0,319 320,3.57
ME,3490,TUN,287,BEY,2177,Y,0,320,3.37
MF,5484,BKK,3885,FOC,3385,,0,738,3.48
MF,5484,BKK,3885,XMN,3383,,0,738,3.22
MF,5484,CAN,3370,FOC,3385,,0,737,1.37
MF,5484,CAN,3370,HGH,3386,,0,737,1.79
MF,5484,CAN,3370,JJN,6386,,0,737,1.2
MF,5484,CAN,3370,XMN,3383,,0,737,1.13
MF,5484,CGK,3275,FOC,3385,,0,738,5.26
MF,5484,CGK,3275,SIN,3316,,0,738,1.6
MF,5484,CGK,3275,XMN,3383,,0,738,5.01
MF,5484,CGO,3375,FOC,3385,,0,737 738,1.87
MF,5484,CGO,3375,HGH,3386,,0,737,1.47
MF,5484,CGO,3375,HRB,3400,,0,737,2.51
MF,5484,CGO,3375,INC,4085,,0,737,
MF,5484,CGO,3375,LHW,3378,,0,737,1.68
MF,5484,CGO,3375,URC,3399,,0,737,3.59
MF,5484,CGO,3375,XMN,3383,,0,738 737,1.97
MF,5484,CGO,3375,XNN,6366,,0,737,1.85
MF,5484,CGQ,4380,HGH,3386,,0,737,2.49
MF,5484,CGQ,4380,NGB,3387,,0,737,2.51
MF,5484,CGQ,4380,NKG,3388,,0,737,2.35
MF,5484,CGQ,4380,TAO,3390,,0,737,1.71
MF,5484,CJU,2370,FOC,3385,,0,738,1.83
MF,5484,CJU,2370,XMN,3383,,0,738,2.1
MF,5484,CKG,3393,CSX,3371,,0,737,1.32
MF,5484,CKG,3393,FOC,3385,,0,737,2.17
MF,5484,CKG,3393,HGH,3386,,0,737,2.15
MF,5484,CKG,3393,KHN,3384,,0,737,1.62
MF,5484,CKG,3393,KWL,3372,,0,737,1.25
MF,5484,CKG,3393,LJG,4033,,0,737,1.38
MF,5484,CKG,3393,LXA,4097,,0,737,2.39
MF,5484,CKG,3393,TSN,3368,,0,737,2.28
MF,5484,CKG,3393,WUH,3376,,0,737,1.41
MF,5484,CKG,3393,XIY,3379,,0,737,1.2
MF,5484,CKG,3393,XMN,3383,,0,737,2.08
MF,5484,CKG,3393,XNN,6366,,0,737,1.58
MF,5484,CKG,3393,YIH,6361,,0,737,1.09
MF,5484,CSX,3371,CKG,3393,,0,737,1.32
MF,5484,CSX,3371,CTU,3395,,0,737,1.66
MF,5484,CSX,3371,FOC,3385,,0,737,1.35
MF,5484,CSX,3371,HET,6345,,0,737,2.26
MF,5484,CSX,3371,HGH,3386,,0,737,1.41
MF,5484,CSX,3371,JJN,6386,,0,737,1.31
MF,5484,CSX,3371,KWE,3394,,0,737,1.32
MF,5484,CSX,3371,LHW,3378,,0,737,2.1
MF,5484,CSX,3371,LZO,6399,,0,737,1.45
MF,5484,CSX,3371,MIG,6400,,0,737,1.61
MF,5484,CSX,3371,PEK,3364,,0,737,2.19
MF,5484,CSX,3371,TAO,3390,,0,737,1.89
MF,5484,CSX,3371,TPE,2276,,0,738 330,1.58
MF,5484,CSX,3371,TYN,3369,,0,737,1.82
MF,5484,CSX,3371,URC,3399,,0,737,4.08
MF,5484,CSX,3371,XIY,3379,,0,737,1.51
MF,5484,CSX,3371,XMN,3383,,0,737,1.29
MF,5484,CTU,3395,CSX,3371,,0,737,1.66
MF,5484,CTU,3395,FOC,3385,,0,737,2.52
MF,5484,CTU,3395,HGH,3386,,0,737,2.46
MF,5484,CTU,3395,WUH,3376,,0,737,1.72
MF,5484,CTU,3395,XMN,3383,,0,737,2.42
MF,5484,CZX,4109,FOC,3385,,0,737,1.33
MF,5484,CZX,4109,TYN,3369,,0,737,1.64
MF,5484,DAT,6344,TYN,3369,,0,737,0.83
MF,5484,DLC,3404,FOC,3385,,0,738,2.31
MF,5484,DLC,3404,HGH,3386,,0,738,1.71
MF,5484,DLC,3404,TAO,3390,,0,737,0.89
MF,5484,DLC,3404,TNA,4108,,0,737,1.05
MF,5484,DLC,3404,TSN,3368,,0,737,0.95
MF,5484,DLC,3404,XMN,3383,,0,738,2.53
MF,5484,FOC,3385,BKK,3885,,0,738,3.48
MF,5484,FOC,3385,CAN,3370,,0,737,1.37
MF,5484,FOC,3385,CGK,3275,,0,738,5.26
MF,5484,FOC,3385,CGO,3375,,0,737 738,1.87
MF,5484,FOC,3385,CJU,2370,,0,738,1.83
MF,5484,FOC,3385,CKG,3393,,0,737,2.17
MF,5484,FOC,3385,CSX,3371,,0,737,1.35
MF,5484,FOC,3385,CTU,3395,,0,737,2.52
MF,5484,FOC,3385,CZX,4109,,0,737,1.33
MF,5484,FOC,3385,DLC,3404,,0,738,2.31
MF,5484,FOC,3385,HAK,4120,,0,737,1.93
MF,5484,FOC,3385,HGH,3386,,0,737 738,1.1
MF,5484,FOC,3385,HRB,3400,,0,737,3.32
MF,5484,FOC,3385,KHH,2264,,0,737 738,0.97
MF,5484,FOC,3385,KMG,3382,,0,737,2.59
MF,5484,FOC,3385,KUL,3304,,0,738,4.49
MF,5484,FOC,3385,KWE,3394,,0,737,2.1
MF,5484,FOC,3385,KWL,3372,,0,737,1.7
MF,5484,FOC,3385,MFM,3121,,0,738,1.43
MF,5484,FOC,3385,NKG,3388,,0,737,1.31
MF,5484,FOC,3385,NNG,3373,,0,737,2.02
MF,5484,FOC,3385,PEK,3364,,0,737,2.49
MF,5484,FOC,3385,SHA,3391,,0,737,1.26
MF,5484,FOC,3385,SIN,3316,,0,738,4.49
MF,5484,FOC,3385,SYX,4030,,0,737,2.18
MF,5484,FOC,3385,SZX,3374,,0,737,1.37
MF,5484,FOC,3385,TAO,3390,,0,737,1.93
MF,5484,FOC,3385,TNA,4108,,0,737,2.04
MF,5484,FOC,3385,TPE,2276,,0,738,0.73
MF,5484,FOC,3385,TSA,2275,,0,737 738,0.76
MF,5484,FOC,3385,TSN,3368,,0,738,2.34
MF,5484,FOC,3385,TYN,3369,,0,737,2.33
MF,5484,FOC,3385,WUH,3376,,0,737,1.44
MF,5484,FOC,3385,XIY,3379,,0,737,2.25
MF,5484,FOC,3385,ZUH,6355,,0,737,1.46
MF,5484,HAK,4120,FOC,3385,,0,737,1.93
MF,5484,HAK,4120,HGH,3386,,0,737,2.39
MF,5484,HAK,4120,XMN,3383,,0,737,1.67
MF,5484,HET,6345,CSX,3371,,0,737,2.26
MF,5484,HET,6345,HGH,3386,,0,737,2.26
MF,5484,HET,6345,NKG,3388,,0,737,1.98
MF,5484,HET,6345,TNA,4108,,0,737,1.3
MF,5484,HET,6345,TSN,3368,,0,737,1.13
MF,5484,HFE,3389,TYN,3369,,0,737,1.48
MF,5484,HFE,3389,XMN,3383,,0,737,1.51
MF,5484,HGH,3386,CAN,3370,,0,737,1.79
MF,5484,HGH,3386,CGO,3375,,0,737,1.47
MF,5484,HGH,3386,CGQ,4380,,0,737,2.49
MF,5484,HGH,3386,CKG,3393,,0,737,2.15
MF,5484,HGH,3386,CSX,3371,,0,737,1.41
MF,5484,HGH,3386,CTU,3395,,0,737,2.46
MF,5484,HGH,3386,DLC,3404,,0,738,1.71
MF,5484,HGH,3386,FOC,3385,,0,738 737,1.1
MF,5484,HGH,3386,HAK,4120,,0,737,2.39
MF,5484,HGH,3386,HET,6345,,0,737,2.26
MF,5484,HGH,3386,HRB,3400,,0,737,2.72
MF,5484,HGH,3386,JJN,6386,,0,737,1.28
MF,5484,HGH,3386,KMG,3382,,0,737,2.75
MF,5484,HGH,3386,KWE,3394,,0,737,2.23
MF,5484,HGH,3386,LJG,4033,,0,737,3.0
MF,5484,HGH,3386,MFM,3121,,0,738,1.9
MF,5484,HGH,3386,NNG,3373,,0,737,2.35
MF,5484,HGH,3386,PEK,3364,,0,737,1.93
MF,5484,HGH,3386,SHE,4144,,0,737,2.11
MF,5484,HGH,3386,SJW,6347,,0,737,1.79
MF,5484,HGH,3386,SYX,4030,,0,737,2.65
MF,5484,HGH,3386,SZX,3374,,0,737,1.83
MF,5484,HGH,3386,TAO,3390,,0,737,1.33
MF,5484,HGH,3386,TNA,4108,,0,737,1.49
MF,5484,HGH,3386,TPE,2276,,0,738,1.22
MF,5484,HGH,3386,TSN,3368,,0,737,1.78
MF,5484,HGH,3386,TYN,3369,,0,737,1.87
MF,5484,HGH,3386,WUH,3376,,0,737,1.25
MF,5484,HGH,3386,XIY,3379,,0,737,1.98
MF,5484,HGH,3386,XMN,3383,,0,737,1.33
MF,5484,HKG,3077,JJN,6386,,0,738,1.18
MF,5484,HKG,3077,WUS,6391,,0,738,1.4
MF,5484,HKG,3077,XMN,3383,,0,738,1.12
MF,5484,HRB,3400,CGO,3375,,0,737,2.51
MF,5484,HRB,3400,FOC,3385,,0,737,3.32
MF,5484,HRB,3400,HGH,3386,,0,737,2.72
MF,5484,HRB,3400,KHN,3384,,0,737,3.08
MF,5484,HRB,3400,NKG,3388,,0,737,2.57
MF,5484,HRB,3400,TAO,3390,,0,737,1.93
MF,5484,HRB,3400,TSN,3368,,0,737,1.78
MF,5484,HRB,3400,YNZ,6393,,0,737,2.3
MF,5484,HSN,6395,JJN,6386,,0,737,1.35
MF,5484,HSN,6395,PEK,3364,,0,737,2.05
MF,5484,HSN,6395,XMN,3383,,0,737,1.41
MF,5484,ICN,3930,XMN,3383,,0,73H 738 73J,2.54
MF,5484,INC,4085,CGO,3375,,0,737,
MF,5484,INC,4085,WUH,3376,,0,737,
MF,5484,INC,4085,XIY,3379,,0,737,
MF,5484,JJN,6386,CAN,3370,,0,737,1.2
MF,5484,JJN,6386,CSX,3371,,0,737,1.31
MF,5484,JJN,6386,HGH,3386,,0,737,1.28
MF,5484,JJN,6386,HKG,3077,,0,738,1.18
MF,5484,JJN,6386,HSN,6395,,0,737,1.35
MF,5484,JJN,6386,KWE,3394,,0,737,1.99
MF,5484,JJN,6386,MFM,3121,,0,738,1.23
MF,5484,JJN,6386,NKG,3388,,0,737,1.46
MF,5484,JJN,6386,PEK,3364,,0,737,2.62
MF,5484,JJN,6386,SHA,3391,,0,737,1.45
MF,5484,JJN,6386,SZX,3374,,0,737,1.17
MF,5484,JJN,6386,TPE,2276,,0,738,0.83
MF,5484,JJN,6386,WUH,3376,,0,737,1.49
MF,5484,JUH,9843,XMN,3383,,0,737,1.36
MF,5484,KHH,2264,FOC,3385,,0,737 738,0.97
MF,5484,KHH,2264,XMN,3383,,0,E90 738,0.89
MF,5484,KHN,3384,CKG,3393,,0,737,1.62
MF,5484,KHN,3384,HRB,3400,,0,737,3.08
